precision,recall,f1-score,support
0.9598840019333011,0.9557266602502407,0.9578008198697854,2078.0
0.9558541266794626,0.96,0.9579225775426785,2075.0
0.9578617866602456,0.9578617866602456,0.9578617866602456,0.9578617866602456
0.9578690643063819,0.9578633301251203,0.957861698706232,4153.0
0.9578705198356091,0.9578617866602456,0.9578616547292251,4153.0
